Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
[Vietnam] [Official Progression] bb.haicon.moe,SandySunset,Tiny,TDM,Asia_Central,0,0,36,60,Day,False,False,EAC,Production 2.1.2
190-J8-00,Wakistan,Ultra,CONQ,Europe_Central,250,3,254,60,Day,False,False,EAC,Production 2.1.2
SFW BattleBit Asia Ultra Thin,Namak,Ultra,INFCONQ,Asia_Central,0,0,254,240,Day,False,False,EAC,Production 2.1.2
Aussie Battler Gaming | AU#2 | Infantry Only | discord.gg/abg,Construction,Big,INFCONQ,Australia_Central,0,0,128,240,Day,False,False,EAC,Production 2.1.2
[BBC] ALL GAMEMODES | Battle Your Bit | Bob's BattleBit Community | BOBSQUAD.GG,Salhan,Medium,CONQ,America_Central,0,0,150,60,Day,False,False,EAC,Production 2.1.2
Aussie Battler Gaming | AU#1 | discord.gg/abg,SandySunset,Ultra,CONQ,Australia_Central,31,1,254,240,Day,False,False,EAC,Production 2.1.2
177-8Q-00,Wakistan,Ultra,CONQ,Europe_Central,251,3,254,60,Day,False,False,EAC,Production 2.1.2
POWERBITS GAMETEAM |LOW PING| PBSGAMETEAM.COM  ,Azagor,Medium,CONQ,Europe_Central,0,0,64,144,Day,False,False,EAC,Production 2.1.2
DaGameroom,Azagor,Tiny,TDM,America_Central,0,0,36,120,Day,False,True,EAC,Production 2.1.2
188-LP-00,SandySunset,Ultra,CONQ,America_Central,250,4,254,60,Day,False,False,EAC,Production 2.1.2
[CN]ASMR#2 步战|直连|官方进度|64v64|群644195819,Azagor,Big,DOMI,Japan_Central,3,0,128,240,Day,False,False,EAC,Production 2.1.2
Jebiga-Gaming Server No.3 | 24/7 DOMINATION | discord.gg/NUGgDxcEjA,Salhan,Medium,DOMI,Europe_Central,63,1,64,60,Day,False,False,EAC,Production 2.1.2
Physgun.com | Chicago-03-64,Namak,Tiny,TDM,America_Central,0,36,36,240,Day,False,False,EAC,Production 2.1.2
SOTT Age of Shovels Server,VoxelLand,Ultra,VoxelFortify,Europe_Central,1,0,254,60,Day,False,True,None,Production 2.1.2
