Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
188-Z-00,Construction,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
194-2G-00,SandySunset,Ultra,CONQ,Australia_Central,250,2,254,60,Day,True,False,EAC,Production 2.0.2
[bloodisgood.eu] Zombies,Valley,Big,FRONTLINE,Europe_Central,0,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
Modest Escalation (Team Gun Game),WineParadise,Tiny,TDM,America_Central,0,0,36,240,Day,False,True,EAC,Production 2.0.1 - Community Servers
188-LC-00,Namak,Medium,DOMI,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
172-2-00,Valley,Ultra,DOMI,Japan_Central,237,5,254,60,Day,True,False,EAC,Production 2.0.2
[LONW] Toxic test server,Isle,Medium,CONQ,Europe_Central,1,0,150,240,Day,False,True,EAC,Production 2.0.1 - Community Servers
172-2R-00,Construction,Ultra,DOMI,Japan_Central,249,2,254,60,Day,True,False,EAC,Production 2.0.2
174-JM-00,WineParadise,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
176-JY-04,Basra,Ultra,FRONTLINE,America_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2
176-AL-00,WineParadise,Ultra,CONQ,America_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-05,Wakistan,Ultra,CONQ,America_Central,155,71,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU4] | discord.gg/tlr,Isle,Big,CONQ,Europe_Central,106,6,128,240,Day,False,False,EAC,Production 2.0.2
172-A2-00,District,Medium,DOMI,Japan_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
Carley YOU SUGGEST GAMEMODES [discord.gg/Carley],District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
[KERM] Test,Lonovo,Medium,RUSH,America_Central,0,0,64,144,Night,False,True,None,Production 2.0.1 - Community Servers
[TLR] The Last Rifles [EU5] | discord.gg/tlr,Isle,Medium,CONQ,Europe_Central,62,2,64,240,Day,False,False,EAC,Production 2.0.2
[JPN] FPS Syndrome Test Server,District,Small,RUSH,Japan_Central,2,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
174-J2-02,Isle,Ultra,CONQ,America_Central,148,0,254,60,Night,True,False,EAC,Production 2.0.2
190-Y-00,District,Ultra,CONQ,Brazil_Central,156,1,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-04,Salhan,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
[E4GL] DevServer,Salhan,Tiny,TDM,Europe_Central,0,0,36,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
UNITED-GAMING [https://discord.gg/KsfM3Ymcve],TensaTown,Ultra,CONQ,Europe_Central,9,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
186-L8-00,TensaTown,Medium,RUSH,America_Central,51,6,64,60,Day,True,False,EAC,Production 2.0.2
188-LD-00,District,Medium,RUSH,America_Central,62,1,64,60,Day,True,False,EAC,Production 2.0.2
176-AL-01,Frugis,Big,DOMI,America_Central,75,0,128,60,Day,True,False,EAC,Production 2.0.2
188-LD-01,River,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #1] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
176-AL-02,TensaTown,Big,DOMI,America_Central,84,4,128,60,Day,True,False,EAC,Production 2.0.2
184-JG-03,WineParadise,Ultra,CONQ,America_Central,151,0,254,60,Day,True,False,EAC,Production 2.0.2
177-JN-03,Valley,Big,DOMI,Europe_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
177-JD-04,Azagor,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
april,SandySunset,Ultra,CONQ,America_Central,0,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
184-JG-02,WineParadise,Big,DOMI,America_Central,81,1,128,60,Day,True,False,EAC,Production 2.0.2
Abusement Park | 24/7 Rush | Random Game Modifiers,Salhan,Tiny,RUSH,Europe_Central,0,0,36,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
186-LD-02,SandySunset,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
186-L7-01,Namak,Big,DOMI,America_Central,109,6,128,60,Day,True,False,EAC,Production 2.0.2
BBRC Test Server 1,Azagor,Tiny,TDM,America_Central,0,0,16,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
186-LD-00,District,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Azagor,Medium,RUSH,Brazil_Central,13,2,64,144,Day,False,False,EAC,Production 2.0.2
176-JR-02,Namak,Medium,RUSH,America_Central,57,0,64,60,Day,True,False,EAC,Production 2.0.2
188-LC-02,TensaTown,Medium,RUSH,America_Central,62,1,64,60,Day,True,False,EAC,Production 2.0.2
 [01][144Hz][Cla BR] Sem Chorar [127vs127],Azagor,Ultra,CONQ,Brazil_Central,0,0,254,144,Day,False,False,EAC,Production 2.0.2
174-8Y-02,SandySunset,Big,DOMI,America_Central,126,1,128,60,Day,True,False,EAC,Production 2.0.2
194-BX-00,Basra,Ultra,CONQ,Australia_Central,247,6,254,60,Day,True,False,EAC,Production 2.0.2
172-J1-00,District,Ultra,DOMI,Japan_Central,214,0,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #2] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
186-L7-00,Valley,Big,CONQ,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
185-LV-01,TensaTown,Medium,RUSH,America_Central,46,0,64,60,Day,True,False,EAC,Production 2.0.2
24/7 Voxel Gamemode Testing,VoxelLand,Ultra,VoxelFortify,Developer_Server,2,0,254,60,Night,True,False,EAC,Production 2.0.2
194-JJ-00,Salhan,Ultra,CONQ,America_Central,188,13,254,60,Day,True,False,EAC,Production 2.0.2
[community-testing]typhus' server,Isle,Medium,CONQ,Europe_Central,1,0,64,60,Day,False,False,EAC,Production 2.0.1 - Community Servers
[@Nikooo777] EliteHunterZ Test server (Admin Tools),Azagor,Small,TDM,Europe_Central,0,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
[TLR] The Last Rifles [EU2] | discord.gg/tlr,Azagor,Ultra,CONQ,Europe_Central,80,15,254,240,Day,False,False,EAC,Production 2.0.2
186-LP-00,Frugis,Ultra,CONQ,America_Central,150,2,254,60,Day,True,False,EAC,Production 2.0.2
176-JY-01,Salhan,Medium,RUSH,America_Central,61,3,64,60,Day,True,False,EAC,Production 2.0.2
BattleBitFriends | Discord.gg/BBFriends,District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.2
190-JY-00,Isle,Ultra,DOMI,Europe_Central,0,1,254,60,Day,True,False,EAC,Production 2.0.2
Extended API Framework Build,Salhan,Tiny,TDM,Europe_Central,0,0,32,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
172-B6-00,Salhan,Ultra,DOMI,Japan_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
188-L8-02,SandySunset,Big,DOMI,America_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
 [04][240Hz][Cla BR] Sem Chorar [16vs16],Azagor,Small,TDM,Brazil_Central,0,0,32,240,Day,False,False,EAC,Production 2.0.2
[TLR] Battlebit League #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Isle,Ultra,DOMI,Europe_Central,7,1,254,240,Day,False,False,EAC,Production 2.0.2
RamboArena Development Server,Azagor,Big,CONQ,Asia_Central,0,0,128,144,Day,False,True,EAC,Production 2.0.1 - Community Servers
172-JR-00,SandySunset,Ultra,DOMI,Japan_Central,160,0,254,60,Day,True,False,EAC,Production 2.0.2
 Private,Azagor,Big,CONQ,Brazil_Central,0,0,128,144,Day,False,True,EAC,Production 2.0.2
194-J4-00,Namak,Ultra,DOMI,Australia_Central,158,15,254,60,Day,True,False,EAC,Production 2.0.2
194-2R-00,Basra,Ultra,CONQ,Australia_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] PUGS #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
172-8Z-00,Isle,Ultra,CONQ,Japan_Central,203,2,254,60,Day,True,False,EAC,Production 2.0.2
186-LD-01,Namak,Medium,RUSH,America_Central,0,63,64,60,Day,True,False,EAC,Production 2.0.2
Sledmore's Mini Game Server,WineParadise,Small,TDM,Europe_Central,0,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
188-LP-03,Salhan,Ultra,DOMI,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
 [02][144Hz][Cla BR] Sem Chorar [64vs64],Construction,Big,DOMI,Brazil_Central,0,0,128,144,Night,False,False,EAC,Production 2.0.2
[ASMR]Gunner VS Hammer QUN644195819,Salhan,Tiny,TDM,Asia_Central,0,0,36,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
[TLR] Battlebit League #2 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[TLR] The Last Rifles [EU1] | discord.gg/tlr,Isle,Ultra,CONQ,Europe_Central,250,4,254,240,Day,False,False,EAC,Production 2.0.2
174-J2-00,Basra,Ultra,FRONTLINE,America_Central,109,0,254,60,Day,True,False,EAC,Production 2.0.2
