Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
177-8V-00,Eduardovo,Big,CONQ,Europe_Central,125,2,128,60,Day,True,False,EAC,Production 2.0.2
172-JR-00,Isle,Ultra,DOMI,Japan_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
177-24-01,Namak,Medium,DOMI,Brazil_Central,42,0,64,60,Day,True,False,EAC,Production 2.0.2
185-L9-03,District,Medium,RUSH,America_Central,42,1,64,60,Day,True,False,EAC,Production 2.0.2
[RU]Russki public,Azagor,Tiny,TDM,Europe_Central,0,0,36,240,Day,False,True,EAC,Production 2.0.2 - Community Servers
[E4GL] DevServer,Salhan,Tiny,TDM,Europe_Central,0,0,36,120,Day,False,True,EAC,Production 2.0.2 - Community Servers
177-24-00,TensaTown,Ultra,CONQ,Brazil_Central,212,0,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU1] | discord.gg/tlr,Isle,Ultra,CONQ,Europe_Central,250,3,254,240,Day,False,False,EAC,Production 2.0.2
186-LD-04,Frugis,Ultra,CONQ,America_Central,251,2,254,60,Day,True,False,EAC,Production 2.0.2
194-BX-00,Azagor,Ultra,CONQ,Australia_Central,209,5,254,60,Day,True,False,EAC,Production 2.0.2
186-LD-02,Valley,Big,CONQ,America_Central,85,3,128,60,Day,True,False,EAC,Production 2.0.2
185-L9-01,Wakistan,Big,CONQ,America_Central,123,4,128,60,Day,True,False,EAC,Production 2.0.2
sneed's feed and seed (Formerly Chucks),District,Ultra,CONQ,Australia_Central,1,0,254,240,Day,False,True,EAC,Production 2.0.2 - Community Servers
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Isle,Ultra,DOMI,Europe_Central,6,1,254,240,Day,False,False,EAC,Production 2.0.2
Carley YOU SUGGEST GAMEMODES [discord.gg/Carley],Azagor,Ultra,CONQ,America_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.2 - Community Servers
184-JG-01,Basra,Ultra,CONQ,America_Central,139,0,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] PUGS #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[TLR] Battlebit League #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
188-LC-00,WineParadise,Ultra,CONQ,America_Central,151,0,254,60,Day,True,False,EAC,Production 2.0.2
172-AH-00,TensaTown,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
 [01][144Hz][Cla BR] Sem Chorar [127vs127],River,Ultra,CONQ,Brazil_Central,11,0,254,144,Day,False,False,EAC,Production 2.0.2
186-L7-00,Salhan,Medium,RUSH,America_Central,41,0,64,60,Day,True,False,EAC,Production 2.0.2
172-P-00,MultuIslands,Ultra,DOMI,Japan_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2
188-LD-00,Frugis,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
172-B6-00,Isle,Ultra,DOMI,Japan_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
188-LP-01,Lonovo,Ultra,CONQ,America_Central,248,3,254,60,Night,True,False,EAC,Production 2.0.2
172-A2-00,OilDunes,Ultra,DOMI,Japan_Central,183,0,254,60,Day,True,False,EAC,Production 2.0.2
Abusement Park | 24/7 Rush | 32v32 | Random Game Modifiers | discord.gg/,Dustydew,Tiny,TDM,Europe_Central,0,0,36,60,Day,False,True,EAC,Production 2.0.2 - Community Servers
[@Nikooo777] EliteHunterZ Test server (Admin Tools),District,Small,RUSH,Europe_Central,0,0,32,120,Day,False,False,EAC,Production 2.0.2 - Community Servers
174-JB-01,Valley,Ultra,CONQ,America_Central,148,1,254,60,Day,True,False,EAC,Production 2.0.2
194-J4-01,TensaTown,Ultra,CONQ,Australia_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
194-JJ-01,Wakistan,Medium,DOMI,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
177-J7-00,Lonovo,Medium,RUSH,Europe_Central,59,4,64,60,Day,True,False,EAC,Production 2.0.2
194-2G-00,TensaTown,Ultra,DOMI,Australia_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Dustydew,Medium,DOMI,Brazil_Central,0,0,64,144,Day,False,False,EAC,Production 2.0.2
185-LZ-01,Wakistan,Big,CONQ,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
172-21-00,Valley,Medium,DOMI,Japan_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
172-82-00,Wakistan,Ultra,CONQ,Japan_Central,235,7,254,60,Day,True,False,EAC,Production 2.0.2
194-J4-00,Namak,Ultra,DOMI,Australia_Central,167,0,254,60,Day,True,False,EAC,Production 2.0.2
BBRC Test Server 1,Azagor,Tiny,TDM,America_Central,0,0,16,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
[bloodisgood.eu] Zombies,Azagor,Big,FRONTLINE,Europe_Central,0,0,128,60,Day,False,True,EAC,Production 2.0.2 - Community Servers
174-8Y-00,Eduardovo,Medium,DOMI,America_Central,23,3,64,60,Day,True,False,EAC,Production 2.0.2
[KERM] Test,District,Ultra,CONQ,America_Central,0,0,254,144,Day,False,True,EAC,Production 2.0.2 - Community Servers
