Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
177-JC-00,Basra,Ultra,CONQ,Europe_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-00,Eduardovo,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
177-89-00,Namak,Big,DOMI,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
174-8Y-00,SandySunset,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
[bloodisgood.eu] Zombies,Valley,Big,FRONTLINE,Europe_Central,0,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
172-82-00,District,Medium,DOMI,Japan_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2
188-Z-01,Lonovo,Medium,RUSH,America_Central,63,1,64,60,Night,True,False,EAC,Production 2.0.2
176-JR-00,Azagor,Big,DOMI,America_Central,118,10,128,60,Day,True,False,EAC,Production 2.0.2
188-LC-00,Salhan,Medium,RUSH,America_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
172-2-00,TensaTown,Ultra,DOMI,Japan_Central,180,2,254,60,Day,True,False,EAC,Production 2.0.2
172-P-00,Lonovo,Ultra,DOMI,Japan_Central,160,0,254,60,Night,True,False,EAC,Production 2.0.2
176-JR-01,TensaTown,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
177-JN-00,District,Medium,RUSH,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
190-JY-02,Valley,Big,CONQ,Europe_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
190-JY-00,Salhan,Medium,RUSH,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
174-JM-00,WineParadise,Ultra,CONQ,America_Central,246,8,254,60,Day,True,False,EAC,Production 2.0.2
177-J7-02,Azagor,Medium,DOMI,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
176-JY-04,Wakistan,Ultra,FRONTLINE,America_Central,217,21,254,60,Day,True,False,EAC,Production 2.0.2
176-AL-00,WineParadise,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
184-JG-00,Wakistan,Ultra,CONQ,America_Central,187,4,254,60,Day,True,False,EAC,Production 2.0.2
190-8Z-01,TensaTown,Ultra,CONQ,Europe_Central,218,6,254,60,Day,True,False,EAC,Production 2.0.2
177-89-02,WineParadise,Ultra,CONQ,Europe_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[Physgun.com] Protect the VIP,District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
177-J8-02,Lonovo,Ultra,CONQ,Europe_Central,212,8,254,60,Night,True,False,EAC,Production 2.0.2
172-A2-00,Isle,Medium,DOMI,Japan_Central,31,0,64,60,Day,True,False,EAC,Production 2.0.2
Carley YOU SUGGEST GAMEMODES [discord.gg/Carley],District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-8Q-03,Salhan,Ultra,DOMI,Europe_Central,14,0,254,60,Day,True,False,EAC,Production 2.0.2
190-8Z-00,Salhan,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
[KERM] Test,District,Medium,RUSH,America_Central,1,0,64,144,Day,False,True,EAC,Production 2.0.1 - Community Servers
[TLR] The Last Rifles [EU5] | discord.gg/tlr,Namak,Medium,RUSH,Europe_Central,64,0,64,240,Day,False,False,EAC,Production 2.0.2
177-8Q-00,Eduardovo,Big,CONQ,Europe_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
174-J8-01,Salhan,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
[JPN] FPS Syndrome Test Server,District,Small,RUSH,Japan_Central,1,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-JD-01,Eduardovo,Medium,DOMI,Europe_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2
190-Y-00,SandySunset,Ultra,DOMI,Brazil_Central,95,3,254,60,Day,True,False,EAC,Production 2.0.2
190-8V-01,Namak,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
190-8Q-00,Eduardovo,Medium,DOMI,Europe_Central,44,1,64,60,Day,True,False,EAC,Production 2.0.2
185-LV-02,TensaTown,Big,CONQ,America_Central,127,1,128,60,Night,True,False,EAC,Production 2.0.2
UNITED-GAMING [https://discord.gg/KsfM3Ymcve],TensaTown,Ultra,CONQ,Europe_Central,0,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-JN-04,Valley,Ultra,CONQ,Europe_Central,247,7,254,60,Day,True,False,EAC,Production 2.0.2
177-89-01,Azagor,Big,CONQ,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
186-LC-00,Isle,Big,DOMI,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
190-JD-00,TensaTown,Medium,RUSH,Europe_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2
188-LD-00,District,Medium,RUSH,America_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2
177-JN-01,Valley,Big,CONQ,Europe_Central,0,96,128,60,Day,True,False,EAC,Production 2.0.2
177-JD-02,Basra,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
189-8N-00,SandySunset,Ultra,CONQ,Europe_Central,232,6,254,60,Day,True,False,EAC,Production 2.0.2
188-LD-01,WineParadise,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Basra,Ultra,FRONTLINE,Europe_Central,252,2,254,240,Day,False,False,EAC,Production 2.0.2
176-AL-02,Construction,Big,DOMI,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
188-L8-00,Valley,Ultra,DOMI,America_Central,45,0,254,60,Day,True,False,EAC,Production 2.0.2
177-JP-01,Salhan,Medium,RUSH,Europe_Central,62,1,64,60,Day,True,False,EAC,Production 2.0.2
174-J8-00,Salhan,Big,DOMI,America_Central,82,8,128,60,Day,True,False,EAC,Production 2.0.2
174-JB-01,Azagor,Ultra,CONQ,America_Central,251,2,254,60,Day,True,False,EAC,Production 2.0.2
177-JC-01,WineParadise,Ultra,CONQ,Europe_Central,253,2,254,60,Day,True,False,EAC,Production 2.0.2
177-24-00,Namak,Medium,DOMI,Brazil_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
177-8Q-01,SandySunset,Ultra,CONQ,Europe_Central,228,26,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-04,Frugis,Medium,DOMI,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
april,SandySunset,Ultra,CONQ,America_Central,0,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-8Z-02,Construction,Big,DOMI,Europe_Central,62,2,128,60,Day,True,False,EAC,Production 2.0.2
Abusement Park | 24/7 Rush | Random Game Modifiers,Azagor,Big,CONQ,Europe_Central,1,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-JP-00,MultuIslands,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
190-J8-00,Basra,Ultra,CONQ,Europe_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2
BBRC Test Server 1,Azagor,Tiny,TDM,America_Central,0,0,16,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
177-2D-00,Azagor,Ultra,CONQ,Brazil_Central,201,10,254,60,Day,True,False,EAC,Production 2.0.2
186-LD-00,WineParadise,Ultra,DOMI,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
172-LR-00,Frugis,Ultra,CONQ,Japan_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Namak,Medium,DOMI,Brazil_Central,63,1,64,144,Day,False,False,EAC,Production 2.0.2
176-JR-02,MultuIslands,Medium,DOMI,America_Central,59,5,64,60,Day,True,False,EAC,Production 2.0.2
188-LC-02,TensaTown,Medium,RUSH,America_Central,54,6,64,60,Day,True,False,EAC,Production 2.0.2
 [01][144Hz][Cla BR] Sem Chorar [127vs127],Valley,Ultra,CONQ,Brazil_Central,226,5,254,144,Day,False,False,EAC,Production 2.0.2
190-8Q-02,Basra,Big,CONQ,Europe_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
177-JN-02,River,Big,DOMI,Europe_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
Gun Game Test,Salhan,Tiny,TDM,Europe_Central,0,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-8Z-00,SandySunset,Medium,DOMI,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
177-J8-01,Namak,Medium,RUSH,Europe_Central,51,9,64,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit League #2 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
