Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
Modest Escalation (Team Gun Game) #2,Valley,Tiny,TDM,America_Central,31,0,36,120,Day,False,False,EAC,Production 2.1.2
[RS] Rogue Soldiers Hardcore | RSClan.gg | Discord.gg/RSClan,Namak,Medium,DOMI,America_Central,29,0,64,60,Day,False,False,EAC,Production 2.1.2
174-J8-00,Frugis,Ultra,CONQ,America_Central,188,2,254,60,Day,False,False,EAC,Production 2.1.2
172-AH-00,Frugis,Ultra,CONQ,America_Central,253,1,254,60,Day,False,False,EAC,Production 2.1.2
Aussie Battler Gaming | AU#3 | Rush 24/7 |discord.gg/abg,Azagor,Medium,RUSH,Australia_Central,29,0,64,240,Day,False,False,EAC,Production 2.1.2
SFW BattleBit Asia Ultra 01 Size:254,Valley,Ultra,DOMI,Asia_Central,0,2,254,240,Day,False,False,EAC,Production 2.1.2
Aussie Battler Gaming | AU#4 | discord.gg/abg,Azagor,Tiny,TDM,Australia_Central,0,0,16,240,Day,False,False,EAC,Production 2.1.2
Muj's Test Server | free robux,Old_District,Ultra,INFCONQ,Europe_Central,0,0,254,240,Day,False,True,EAC,Production 2.1.2
NamelessNoobs Hardcore TDM,Azagor,Small,TDM,America_Central,0,0,32,120,Day,False,False,EAC,Production 2.1.2
DaGameroom,Azagor,Tiny,TDM,America_Central,0,0,36,120,Day,False,True,EAC,Production 2.1.2
188-LD-00,Lonovo,Medium,RUSH,America_Central,64,0,64,60,Day,False,False,EAC,Production 2.1.2
Jebiga-Gaming Server No.3 [240hz] | 24/7 DOMINATION | discord.gg/NUGgDxcEjA,Azagor,Medium,DOMI,Europe_Central,0,0,64,240,Day,False,False,EAC,Production 2.1.2
174-JB-00,District,Medium,DOMI,America_Central,45,0,64,60,Day,False,False,EAC,Production 2.1.2
[BBC] INFY PARADISE | Bob's BattleBit Community | BOBSQUAD.GG,TensaTown,Medium,FRONTLINE,America_Central,0,0,150,60,Day,False,False,EAC,Production 2.1.2
Jebiga-Gaming Server No.4 [240hz] | 24/7 FRONTLINE |discord.gg/NUGgDxcEjA,River,Medium,FRONTLINE,Europe_Central,4,0,64,240,Day,False,False,EAC,Production 2.1.2
[Community] El-Taberna | FrontLine & Domination #1,District,Big,DOMI,Europe_Central,0,0,128,120,Day,False,False,EAC,Production 2.1.2
<io> Milsim (Friendly Fire) [http://discord.io.community],Salhan,Ultra,CONQ,Europe_Central,0,0,254,60,Day,False,False,EAC,Production 2.1.2
[GNA-04] 24/7 Rush | No Recons | Day Only | Selected Map Pool,Valley,Medium,RUSH,America_Central,52,2,64,144,Day,False,False,EAC,Production 2.1.2
CN |兰博电竞国服| #02 官服经验 24/7 前线快活 |Q群:887245025,Valley,Medium,FRONTLINE,Japan_Central,13,0,150,240,Day,False,False,None,Production 2.1.2
[ESP] [CEA] [Oficcial Progress] | RECLUTANDO | 120 Hz,OilDunes,Medium,ELI,Europe_Central,0,0,150,120,Day,False,False,EAC,Production 2.1.2
POWERBITS GAMETEAM |LOW PING| PBSGAMETEAM.COM  ,Old_OilDunes,Ultra,CONQ,Europe_Central,0,0,254,120,Night,False,False,EAC,Production 2.1.2
 [02][144Hz][Cla BR] Sem Chorar [Dom 24/7],Azagor,Big,DOMI,Brazil_Central,60,1,128,144,Day,False,False,EAC,Production 2.1.2
Fast Respawn | No Snipers | Longer rounds | !rank | by EliteHunterZ,Namak,Tiny,TDM,Europe_Central,0,0,36,120,Day,False,False,EAC,Production 2.1.2
 [03][144Hz][Cla BR] Sem Chorar [Rush/CTF/Domi],MultuIslands,Medium,DOMI,Brazil_Central,49,0,64,144,Day,False,False,EAC,Production 2.1.2
[Community] FFA | TGTV Frontline Chaos | Max Level | 1.5x Speed,Frugis,Tiny,TDM,Europe_Central,0,0,36,240,Day,False,True,EAC,Production 2.1.2
172-BX-01,Wakistan,Ultra,DOMI,Japan_Central,0,254,254,60,Day,False,False,EAC,Production 2.1.2
[02] [240Hz] TBGCLAN.COM | 24/7 RUSH | RECRUITING,Lonovo,Medium,RUSH,America_Central,17,1,64,240,Night,False,False,EAC,Production 2.1.2
177-2D-00,Azagor,Ultra,CONQ,Brazil_Central,194,3,254,60,Day,False,False,EAC,Production 2.1.2
[SG] LowLatency | discord.me/lowlatency,Eduardovo,Big,CONQ,Asia_Central,107,1,128,60,Day,False,False,EAC,Production 2.1.2
Lifesteal Gungame [https://dsc.gg/bblifesteal],Azagor,Tiny,TDM,Europe_Central,0,0,36,120,Day,False,False,EAC,Production 2.1.2
175-L7-00,SandySunset,Ultra,CONQ,America_Central,227,11,254,60,Day,False,False,EAC,Production 2.1.2
#8 [E4GL] | All Maps | discord.gg/E4GL,Azagor,Big,CONQ,Europe_Central,0,0,198,120,Day,False,False,EAC,Production 2.1.2
SFW BattleBit Asia Ultra 02 Size:254,Valley,Ultra,DOMI,Asia_Central,39,1,254,240,Day,False,False,EAC,Production 2.1.2
186-LD-00,Azagor,Big,CONQ,America_Central,127,0,128,60,Day,False,False,EAC,Production 2.1.2
[CN]UB社区 BBR 官方进度#01|国服|快刷快活|Q群：728824298,SandySunset,Ultra,CONQ,Japan_Central,120,2,254,240,Day,False,False,EAC,Production 2.1.2
 VOXIDE | #4 | 24/7 Hardcore | Recruiting @ v.dgd.cx/discord,Frugis,Tiny,TDM,America_Central,9,8,36,120,Day,False,False,EAC,Production 2.1.2
[Community] El-Taberna | FrontLine & Domination #2,Azagor,Big,DOMI,Europe_Central,1,0,128,120,Day,False,False,None,Production 2.1.2
194-JJ-00,Eduardovo,Medium,DOMI,America_Central,59,4,64,60,Day,False,False,EAC,Production 2.1.2
GSH | GUNGAME 24/7 | Fast Respawn | Long Rounds,Azagor,Tiny,TDM,Europe_Central,0,0,16,240,Day,False,False,EAC,Production 2.1.2
172-2-00,Isle,Ultra,DOMI,Japan_Central,113,1,254,60,Day,False,False,EAC,Production 2.1.2
[CN]UB社区 BBR 官方进度#02|国服|快刷快活|Q群：728824298,Azagor,Ultra,CONQ,Japan_Central,0,0,254,240,Day,False,False,EAC,Production 2.1.2
24/7 Domination | BattleBit Friends,Dustydew,Ultra,DOMI,America_Central,0,0,254,60,Day,False,False,EAC,Production 2.1.2
The Blue Oyster | Domination/Conquest | 240HZ,District,Big,CONQ,America_Central,53,0,128,240,Day,False,False,EAC,Production 2.1.2
The Farming Zone | #1 | discord.gg/tfz,Azagor,Ultra,CONQ,Australia_Central,1,0,254,60,Day,False,False,EAC,Production 2.1.2
Code's Dev Server,Construction,Tiny,TDM,America_Central,0,0,16,240,Day,False,True,EAC,Production 2.1.2
[GNA-02] 8 Recon Limit | No Waki/Sandy | Day Only,Eduardovo,Big,DOMI,America_Central,0,0,128,144,Day,False,False,EAC,Production 2.1.2
[BBOCE] Infantry Only 24/7 | join.bboce.net,TensaTown,Ultra,FRONTLINE,Australia_Central,137,3,254,144,Day,False,False,EAC,Production 2.1.2
CN |兰博电竞国服| #01 官服经验 24/7 征服快刷快活 |Q群:887245025,Basra,Big,CONQ,Japan_Central,114,0,198,240,Day,False,False,None,Production 2.1.2
SFW BattleBit Asia Ultra 04 Size:254,Namak,Tiny,TDM,Asia_Central,0,0,36,240,Day,False,False,EAC,Production 2.1.2
Private Test,Old_Namak,Tiny,TDM,Europe_Central,0,0,16,60,Day,False,True,EAC,Production 2.1.4 Testing
185-LQ-00,District,Ultra,CONQ,America_Central,253,1,254,60,Day,False,False,EAC,Production 2.1.2
24/7 Capture The Flag | BattleBit Friends,Isle,Ultra,CaptureTheFlag,America_Central,0,0,254,60,Day,False,False,EAC,Production 2.1.2
[BBC] ALL GAMEMODES | Battle Your Bit | Bob's BattleBit Community | BOBSQUAD.GG,Dustydew,Medium,CONQ,America_Central,0,0,150,60,Day,False,False,EAC,Production 2.1.2
188-LD-01,District,Medium,RUSH,America_Central,63,1,64,60,Day,False,False,EAC,Production 2.1.2
[RU]RED:S #1 24\7 Frontline|Class Limits,Azagor,Ultra,FRONTLINE,Europe_Central,0,0,254,124,Day,False,False,EAC,Production 2.1.2
[JPN] FPS Syndrome | Voxel Dev Test | Discord.gg/VDcNxGvVGS,VoxelLand,Ultra,VoxelFortify,Japan_Central,1,0,254,120,Day,False,True,EAC,Production 2.1.2
[CN]ASMR#1 小游戏循环|32v32|群644195819,Construction,Tiny,TDM,Japan_Central,0,0,36,240,Day,False,False,EAC,Production 2.1.2
188-Z-00,Wakistan,Ultra,CONQ,America_Central,252,2,254,60,Day,False,False,EAC,Production 2.1.2
188-LP-00,Isle,Ultra,CONQ,America_Central,253,1,254,60,Day,False,False,EAC,Production 2.1.2
Arctic Fundra,Azagor,Tiny,TDM,America_Central,0,0,16,60,Day,False,True,EAC,Production 2.1.2
185-LV-00,TensaTown,Big,DOMI,America_Central,125,3,128,60,Day,False,False,EAC,Production 2.1.2
185-L4-01,Wakistan,Ultra,CONQ,America_Central,248,6,254,60,Day,False,False,EAC,Production 2.1.2
Jebiga-Gaming Server No.2 [240hz]| 24/7 INFANTRY CONQUEST |discord.gg/NUGgDxcEjA,District,Medium,INFCONQ,Europe_Central,0,0,64,240,Day,False,False,EAC,Production 2.1.2
[bloodisgood.eu] Zombies,Azagor,Ultra,DOMI,Europe_Central,0,0,254,120,Day,False,False,EAC,Production 2.1.2
TGTV FFA | Gun Game | Random spawns,Azagor,Tiny,TDM,Europe_Central,0,0,36,120,Day,False,False,EAC,Production 2.1.2
#3 [EU] [ENG] [OFFICIAL PROGRESSION] [HARDCORE] | INSOMNIA discord.gg/insomniagc | 16v16 HARDCORE,Azagor,Tiny,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.1.2
