Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
177-JC-00,River,Ultra,CONQ,Europe_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-00,Construction,Medium,DOMI,Europe_Central,59,5,64,60,Day,True,False,EAC,Production 2.0.2
177-89-00,Eduardovo,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
174-8Y-00,District,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
[bloodisgood.eu] Zombies,Valley,Big,FRONTLINE,Europe_Central,0,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-8Z-02,Basra,Big,CONQ,Europe_Central,68,2,128,60,Day,True,False,EAC,Production 2.0.2
188-Z-01,Namak,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
TGTV Server,Azagor,Ultra,CONQ,Europe_Central,0,0,254,240,Day,False,False,None,Production 2.0.1 - Community Servers
176-JR-00,Construction,Big,DOMI,America_Central,125,3,128,60,Day,True,False,EAC,Production 2.0.2
188-LC-00,MultuIslands,Medium,CaptureTheFlag,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
174-8Y-01,WineParadise,Ultra,CONQ,America_Central,248,6,254,60,Day,True,False,EAC,Production 2.0.2
172-2-00,Wakistan,Ultra,DOMI,Japan_Central,240,0,254,60,Day,True,False,EAC,Production 2.0.2
188-LC-03,Valley,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-01,TensaTown,Medium,RUSH,America_Central,58,6,64,60,Day,True,False,EAC,Production 2.0.2
177-JN-00,Namak,Medium,RUSH,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
190-JY-02,Eduardovo,Big,CONQ,Europe_Central,123,3,128,60,Day,True,False,EAC,Production 2.0.2
190-JY-00,Azagor,Medium,RUSH,Europe_Central,55,1,64,60,Day,True,False,EAC,Production 2.0.2
174-JM-00,Valley,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
177-J7-02,Salhan,Medium,RUSH,Europe_Central,42,0,64,60,Day,True,False,EAC,Production 2.0.2
176-JY-04,SandySunset,Ultra,FRONTLINE,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
176-AL-00,Frugis,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
184-JG-00,Basra,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2
190-8Z-01,Basra,Ultra,CONQ,Europe_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
177-89-02,Basra,Ultra,CONQ,Europe_Central,250,3,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,TensaTown,Small,DOMI,Europe_Central,12,0,32,240,Day,False,True,EAC,Production 2.0.2
[Physgun.com] Protect the VIP,District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
177-J8-02,WineParadise,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
172-A2-00,TensaTown,Medium,RUSH,Japan_Central,20,1,64,60,Day,True,False,EAC,Production 2.0.2
Carley YOU SUGGEST GAMEMODES [discord.gg/Carley],District,Ultra,CONQ,America_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-8Q-03,Valley,Ultra,CONQ,Europe_Central,160,1,254,60,Day,True,False,EAC,Production 2.0.2
190-8Z-00,Lonovo,Medium,RUSH,Europe_Central,60,4,64,60,Day,True,False,EAC,Production 2.0.2
[KERM] Test,Frugis,Medium,DOMI,America_Central,3,0,64,144,Day,False,True,EAC,Production 2.0.1 - Community Servers
[TLR] The Last Rifles [EU5] | discord.gg/tlr,Namak,Medium,RUSH,Europe_Central,63,1,64,240,Day,False,False,EAC,Production 2.0.2
177-8Q-00,SandySunset,Big,CONQ,Europe_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
174-J8-01,District,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
[JPN] FPS Syndrome Test Server,Dustydew,Small,RUSH,Japan_Central,0,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-JD-01,District,Medium,RUSH,Europe_Central,42,0,64,60,Day,True,False,EAC,Production 2.0.2
190-Y-00,Basra,Ultra,CONQ,Brazil_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2
190-8V-01,Valley,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
190-JY-04,Wakistan,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
190-8Q-00,Salhan,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
185-LV-02,Valley,Big,DOMI,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
UNITED-GAMING [https://discord.gg/KsfM3Ymcve],TensaTown,Ultra,CONQ,Europe_Central,0,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-JN-04,Isle,Ultra,CONQ,Europe_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2
177-89-01,WineParadise,Big,CONQ,Europe_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
186-LC-00,WineParadise,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
190-JD-00,TensaTown,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
188-LD-00,Namak,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
177-JN-01,Wakistan,Big,CONQ,Europe_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
177-JD-02,Valley,Big,CONQ,Europe_Central,126,0,128,60,Day,True,False,EAC,Production 2.0.2
189-8N-00,Wakistan,Ultra,CONQ,Europe_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-03,District,Ultra,CONQ,America_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2
188-LD-01,Azagor,Ultra,CONQ,America_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU3] | discord.gg/tlr,TensaTown,Ultra,FRONTLINE,Europe_Central,251,3,254,240,Day,False,False,EAC,Production 2.0.2
176-AL-02,Azagor,Big,DOMI,America_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
188-L8-00,SandySunset,Ultra,CONQ,America_Central,247,7,254,60,Day,True,False,EAC,Production 2.0.2
184-JG-01,TensaTown,Medium,RUSH,America_Central,57,7,64,60,Day,True,False,EAC,Production 2.0.2
177-JP-01,Valley,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
177-JN-03,Salhan,Big,CONQ,Europe_Central,127,0,128,60,Day,True,False,EAC,Production 2.0.2
174-J8-00,WineParadise,Big,DOMI,America_Central,95,3,128,60,Day,True,False,EAC,Production 2.0.2
174-JB-01,Frugis,Ultra,CONQ,America_Central,250,4,254,60,Day,True,False,EAC,Production 2.0.2
177-24-01,Salhan,Ultra,DOMI,Brazil_Central,0,2,254,60,Day,True,False,EAC,Production 2.0.2
177-JC-01,TensaTown,Ultra,CONQ,Europe_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
177-24-00,Valley,Medium,DOMI,Brazil_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
177-8Q-01,Salhan,Ultra,CONQ,Europe_Central,163,8,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-04,Namak,Medium,RUSH,Europe_Central,49,1,64,60,Day,True,False,EAC,Production 2.0.2
april,SandySunset,Ultra,CONQ,America_Central,0,0,254,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-8Z-02,TensaTown,Big,CONQ,Europe_Central,124,4,128,60,Day,True,False,EAC,Production 2.0.2
176-JY-00,Salhan,Big,DOMI,America_Central,60,4,128,60,Day,True,False,EAC,Production 2.0.2
190-JN-01,TensaTown,Ultra,CONQ,Europe_Central,159,0,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-05,Basra,Big,CONQ,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
190-8V-02,Namak,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
Abusement Park | 24/7 Rush | Random Game Modifiers,TensaTown,Medium,RUSH,Europe_Central,66,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-JP-00,Valley,Big,CONQ,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
Lonely Test,Azagor,Tiny,TDM,Europe_Central,0,0,36,240,Day,False,True,EAC,Production 2.0.1 - Community Servers
190-J8-00,WineParadise,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
BBRC Test Server 1,Azagor,Tiny,TDM,America_Central,0,0,16,120,Day,False,False,EAC,Production 2.0.1 - Community Servers
177-2D-00,Wakistan,Ultra,CONQ,Brazil_Central,219,15,254,60,Day,True,False,EAC,Production 2.0.2
186-LD-00,TensaTown,Ultra,CONQ,America_Central,250,3,254,60,Day,True,False,EAC,Production 2.0.2
172-LR-00,Basra,Ultra,CONQ,Japan_Central,189,0,254,60,Day,True,False,EAC,Production 2.0.2
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Isle,Medium,DOMI,Brazil_Central,0,64,64,144,Day,False,False,EAC,Production 2.0.2
176-JR-02,Namak,Medium,RUSH,America_Central,61,2,64,60,Day,True,False,EAC,Production 2.0.2
188-LC-02,Namak,Medium,RUSH,America_Central,61,2,64,60,Day,True,False,EAC,Production 2.0.2
 [01][144Hz][Cla BR] Sem Chorar [127vs127],SandySunset,Ultra,CONQ,Brazil_Central,193,12,254,144,Day,False,False,EAC,Production 2.0.2
190-8Q-02,Basra,Big,CONQ,Europe_Central,78,0,128,60,Day,True,False,EAC,Production 2.0.2
177-JN-02,SandySunset,Big,CONQ,Europe_Central,126,1,128,60,Day,True,False,EAC,Production 2.0.2
Gun Game Test,Azagor,Tiny,TDM,Europe_Central,2,0,32,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
177-8Z-00,Construction,Medium,CONQ,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
177-J8-01,Namak,Medium,RUSH,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
174-J2-01,MultuIslands,Medium,RUSH,America_Central,56,0,64,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit League #2 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
186-L7-00,Wakistan,Big,DOMI,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
[E4GL] DevServer,Isle,Ultra,CONQ,Europe_Central,0,0,254,120,Day,False,True,EAC,Production 2.0.1 - Community Servers
185-LV-01,Lonovo,Medium,RUSH,America_Central,59,4,64,60,Night,True,False,EAC,Production 2.0.2
24/7 Voxel Gamemode Testing,VoxelLand,Ultra,VoxelFortify,Developer_Server,0,0,254,60,Day,True,False,EAC,Production 2.0.2
177-JP-02,Valley,Medium,RUSH,Europe_Central,59,5,64,60,Day,True,False,EAC,Production 2.0.2
194-JJ-00,WineParadise,Ultra,CONQ,America_Central,243,11,254,60,Day,True,False,EAC,Production 2.0.2
174-JB-00,District,Big,DOMI,America_Central,117,9,128,60,Day,True,False,EAC,Production 2.0.2
190-JY-03,SandySunset,Big,CONQ,Europe_Central,78,1,128,60,Day,True,False,EAC,Production 2.0.2
177-J7-03,Namak,Medium,RUSH,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
