Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
194-BX-00,TensaTown,Ultra,FRONTLINE,Australia_Central,213,3,254,60,Day,True,False,EAC,Production 2.0.2
194-J4-00,Basra,Ultra,CONQ,Australia_Central,252,1,254,60,Day,True,False,EAC,Production 2.0.2
177-JN-00,Valley,Medium,DOMI,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
190-J8-00,Azagor,Big,DOMI,Europe_Central,123,5,128,60,Day,True,False,EAC,Production 2.0.2
[TLR] PUGS #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
188-Z-00,Lonovo,Ultra,CONQ,America_Central,88,0,254,60,Night,True,False,EAC,Production 2.0.2
172-L4-00,SandySunset,Medium,DOMI,Japan_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
172-2R-00,Valley,Ultra,CONQ,Japan_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2
190-JD-01,OilDunes,Ultra,DOMI,Europe_Central,0,0,254,60,Day,True,False,EAC,Production 2.0.2
172-2-00,Eduardovo,Ultra,DOMI,Japan_Central,140,3,254,60,Day,True,False,EAC,Production 2.0.2
184-JG-02,WineParadise,Big,DOMI,America_Central,101,4,128,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU2] | discord.gg/tlr,Basra,Ultra,CONQ,Europe_Central,224,24,254,240,Day,False,False,EAC,Production 2.0.2
190-JN-00,Valley,Ultra,DOMI,Europe_Central,247,4,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-02,Lonovo,Ultra,CONQ,America_Central,126,1,254,60,Day,True,False,EAC,Production 2.0.2
194-2G-00,SandySunset,Ultra,CONQ,Australia_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
190-JY-00,Frugis,Medium,DOMI,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
186-LD-00,Frugis,Ultra,CONQ,America_Central,215,1,254,60,Day,True,False,EAC,Production 2.0.2
172-J4-00,Salhan,Ultra,DOMI,Japan_Central,152,1,254,60,Day,True,False,EAC,Production 2.0.2
172-X-00,Construction,Ultra,DOMI,Japan_Central,194,0,254,60,Day,True,False,EAC,Production 2.0.2
177-J8-00,Frugis,Ultra,CONQ,Europe_Central,248,6,254,60,Day,True,False,EAC,Production 2.0.2
172-86-00,Lonovo,Medium,DOMI,Japan_Central,62,2,64,60,Night,True,False,EAC,Production 2.0.2
190-JC-01,Salhan,Big,DOMI,Europe_Central,72,12,128,60,Day,True,False,EAC,Production 2.0.2
177-8Q-00,Wakistan,Big,CONQ,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
194-2R-00,WineParadise,Ultra,CONQ,Australia_Central,251,2,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU3] | discord.gg/tlr,Wakistan,Ultra,FRONTLINE,Europe_Central,246,7,254,240,Day,False,False,EAC,Production 2.0.2
177-8V-00,District,Ultra,CONQ,Europe_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
177-JD-00,Basra,Ultra,CONQ,Europe_Central,240,14,254,60,Day,True,False,EAC,Production 2.0.2
177-8Z-00,Wakistan,Big,DOMI,Europe_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
190-8Q-00,Namak,Medium,RUSH,Europe_Central,60,3,64,60,Day,True,False,EAC,Production 2.0.2
188-LC-00,Namak,Medium,RUSH,America_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
Quakecon Lan Party Event,TensaTown,Tiny,TDM,America_Central,0,0,36,120,Day,True,True,EAC,Production 2.0.2
188-LP-03,TensaTown,Medium,RUSH,America_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2
186-L7-02,Namak,Medium,RUSH,America_Central,43,3,64,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU5] | discord.gg/tlr,SandySunset,Medium,DOMI,Europe_Central,62,1,64,240,Day,False,False,EAC,Production 2.0.2
 [01][144Hz][Cla BR] Sem Chorar [127vs127],Construction,Ultra,DOMI,Brazil_Central,61,0,254,144,Day,False,False,EAC,Production 2.0.2
190-JC-00,Namak,Medium,DOMI,Europe_Central,61,3,64,60,Day,True,False,EAC,Production 2.0.2
190-JP-00,Wakistan,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
194-2R-01,SandySunset,Ultra,DOMI,Australia_Central,250,1,254,60,Day,True,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU1] | discord.gg/tlr,Wakistan,Ultra,CONQ,Europe_Central,236,18,254,240,Day,False,False,EAC,Production 2.0.2
[TLR] Battlebit League #2 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
172-JG-00,Wakistan,Ultra,CONQ,Japan_Central,251,2,254,60,Day,True,False,EAC,Production 2.0.2
24/7 Voxel Gamemode Testing,VoxelLand,Ultra,VoxelFortify,Developer_Server,0,1,254,60,Day,True,False,EAC,Production 2.0.2
190-8V-00,WineParadise,Medium,DOMI,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
190-8Z-00,Basra,Medium,FRONTLINE,Europe_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
190-JD-00,Azagor,Medium,DOMI,Europe_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2
174-JB-02,Valley,Ultra,CONQ,America_Central,244,2,254,60,Day,True,False,EAC,Production 2.0.2
 [03][144Hz][Cla BR] Sem Chorar [32vs32],Dustydew,Medium,RUSH,Brazil_Central,0,0,64,144,Day,False,False,EAC,Production 2.0.2
[TLR] The Last Rifles [EU4] | discord.gg/tlr,District,Big,CONQ,Europe_Central,127,1,128,240,Day,False,False,EAC,Production 2.0.2
172-JR-00,SandySunset,Ultra,DOMI,Japan_Central,252,2,254,60,Day,True,False,EAC,Production 2.0.2
174-8Y-05,Dustydew,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
176-JR-01,Frugis,Ultra,CONQ,America_Central,248,5,254,60,Day,True,False,EAC,Production 2.0.2
177-J7-00,Basra,Ultra,CONQ,Europe_Central,249,5,254,60,Day,True,False,EAC,Production 2.0.2
177-89-00,Salhan,Big,CONQ,Europe_Central,125,3,128,60,Day,True,False,EAC,Production 2.0.2
186-LP-00,District,Medium,DOMI,America_Central,22,0,64,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #1] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
172-BZ-00,Namak,Ultra,DOMI,Japan_Central,251,2,254,60,Day,True,False,EAC,Production 2.0.2
172-82-00,Salhan,Ultra,DOMI,Japan_Central,185,1,254,60,Day,True,False,EAC,Production 2.0.2
 [04][240Hz][Cla BR] Sem Chorar [16vs16],Lonovo,Small,ELI,Brazil_Central,1,0,32,240,Day,False,False,EAC,Production 2.0.2
194-2G-01,District,Ultra,CONQ,Australia_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
172-BP-00,Eduardovo,Medium,DOMI,Japan_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
189-8N-00,Namak,Big,DOMI,Europe_Central,118,8,128,60,Day,True,False,EAC,Production 2.0.2
177-JP-00,Azagor,Big,DOMI,Europe_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
188-LP-04,Lonovo,Ultra,CONQ,America_Central,248,6,254,60,Day,True,False,EAC,Production 2.0.2
188-LP-02,TensaTown,Medium,RUSH,America_Central,63,0,64,60,Day,True,False,EAC,Production 2.0.2
177-JC-00,Azagor,Medium,RUSH,Europe_Central,62,2,64,60,Day,True,False,EAC,Production 2.0.2
176-JY-04,Wakistan,Ultra,FRONTLINE,America_Central,210,1,254,60,Day,True,False,EAC,Production 2.0.2
 [02][144Hz][Cla BR] Sem Chorar [64vs64],District,Big,CONQ,Brazil_Central,0,0,128,144,Day,False,False,EAC,Production 2.0.2
190-J7-00,Salhan,Medium,RUSH,Europe_Central,64,0,64,60,Day,True,False,EAC,Production 2.0.2
[TLR] Battlebit Blitz [EU #2] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
[TLR] Battlebit League #1 | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
176-JY-01,Namak,Big,DOMI,America_Central,124,3,128,60,Day,True,False,EAC,Production 2.0.2
