Name,Map,MapSize,Gamemode,Region,Players,QueuePlayers,MaxPlayers,Hz,DayNight,IsOfficial,HasPassword,AntiCheat,Build
177-JC-00,Wakistan,Ultra,CONQ,Europe_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
188-Z-00,TensaTown,Big,DOMI,America_Central,128,0,128,60,Day,True,False,EAC,Production 2.0.2
174-8Y-00,Frugis,Ultra,CONQ,America_Central,254,0,254,60,Day,True,False,EAC,Production 2.0.2
[bloodisgood.eu] Zombies,Valley,Big,FRONTLINE,Europe_Central,0,0,128,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
186-LC-01,Azagor,Big,CONQ,America_Central,126,2,128,60,Day,True,False,EAC,Production 2.0.2
188-Z-01,Frugis,Medium,RUSH,America_Central,46,1,64,60,Day,True,False,EAC,Production 2.0.2
176-JR-00,District,Big,CONQ,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
188-LC-00,Valley,Medium,RUSH,America_Central,61,3,64,60,Day,True,False,EAC,Production 2.0.2
174-8Y-01,TensaTown,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
172-2-00,Namak,Ultra,DOMI,Japan_Central,248,6,254,60,Day,True,False,EAC,Production 2.0.2
188-LC-03,Frugis,Ultra,CONQ,America_Central,251,3,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-01,Salhan,Medium,RUSH,America_Central,63,1,64,60,Day,True,False,EAC,Production 2.0.2
177-2D-01,Salhan,Ultra,CONQ,Brazil_Central,211,7,254,60,Day,True,False,EAC,Production 2.0.2
190-JY-02,Wakistan,Big,DOMI,Europe_Central,105,3,128,60,Day,True,False,EAC,Production 2.0.2
190-Y-02,District,Ultra,CONQ,Brazil_Central,67,2,254,60,Day,True,False,EAC,Production 2.0.2
174-JM-00,Valley,Ultra,CONQ,America_Central,239,15,254,60,Day,True,False,EAC,Production 2.0.2
190-Y-01,Valley,Medium,DOMI,Brazil_Central,60,3,64,60,Day,True,False,EAC,Production 2.0.2
176-JY-04,SandySunset,Ultra,FRONTLINE,America_Central,227,20,254,60,Day,True,False,EAC,Production 2.0.2
176-AL-00,Frugis,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
184-JG-00,WineParadise,Ultra,CONQ,America_Central,253,1,254,60,Day,True,False,EAC,Production 2.0.2
176-JR-05,OilDunes,Ultra,DOMI,America_Central,59,5,254,60,Day,True,False,EAC,Production 2.0.2
Modest Escalation (Team Gun Game) [dev mode],TensaTown,Tiny,TDM,America_Central,1,0,36,60,Day,False,True,EAC,Production 2.0.1 - Community Servers
[TLR] Battlebit Blitz [EU #3] | discord.gg/tlr,Azagor,Small,TDM,Europe_Central,0,0,32,240,Day,False,True,EAC,Production 2.0.2
188-LD-05,District,Big,DOMI,America_Central,127,1,128,60,Day,True,False,EAC,Production 2.0.2
